,pack,level_id,question,solution_nl,solution_tool,solution_symbol,initial_symbol
77,Theta,https://euclidea.fandom.com/wiki/Perimeter_Bisector,"Description: Construct a straight line through a vertex of the triangle that divides its perimeter in half.Let A, B, and C be the vertices of the triangle
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct a circle with center A and radius BC intersecting line AC at D
<Line Tool>Construct a circle with center C and radius AB intersecting line AC at E
<Perpendicular Tool>Construct the perpendicular bisector of DE intersecting line AC at F
<Line Tool>Construct the line BF","['Line Tool', 'Line Tool', 'Perpendicular Tool', 'Line Tool']","[['A', 'B', 'C'], ['AC', 'BC', 'D'], ['AB', 'E'], ['F', 'DE'], ['BF']]","['A', 'B', 'C']"
78,Theta,https://euclidea.fandom.com/wiki/Angle_54%C2%B0_Trisection,"Description: Construct two rays that divide the given angle of 54° into three equal parts.Let A be the vertex.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct a circle with center B on either line and radius AB. Circle B intersects with line AB at point C, and the other line at point D.
<Circle Tool>Construct a circle with center D and radius AD. Circle D intersects with circle B at point E.
<Line Tool>Draw line AE, the first angle trisector.
<Angle Bisector Tool>Bisect angle DAE, the second angle trisector.","['Line Tool', 'Circle Tool', 'Line Tool', 'Angle Bisector Tool']","[['A'], ['D', 'AB', 'C', 'B'], ['AD', 'E'], ['AE'], ['DAE']]",['A']
79,Theta,https://euclidea.fandom.com/wiki/Interior_Angles,"Description: Construct a line through the point that crosses the two lines so that the interior angles are equal.Let A be the point of intersection between the two lines.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Point Tool> Let B be an arbitrary point on one of the lines, and C an arbitrary point on the other. Let O be the given point.
<Angle Bisector Tool>Bisect the angle BAC. The new line contains an arbitrary point D.
<Perpendicular Tool>Construct the line perpendicular to AD through O.","['Point Tool', 'Angle Bisector Tool', 'Perpendicular Tool']","[['A'], ['B', 'C', 'O'], ['BAC', 'D'], ['AD']]",['A']
80,Theta,https://euclidea.fandom.com/wiki/Regular_Octagon,"Description: Construct a regular octagon with the given side.Let point A and point B be the two given points.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the perpendicular to line AB through point A. Let point C be an arbitrary point on this new line (C below AB to match orientation of explore mode).
<Line Tool>Construct the angle bisector of BAC. Let point D be an arbitrary point on this line.
<Perpendicular Tool>Construct the perpendicular to line AD through point B. Let point E be an arbitrary point on this line on the opposite side of point B from point C.
<Line Tool>Construct the angle bisector of ABE. This line intersects with line AD at point F and line AC at point G.
<Perpendicular Tool>Construct the perpendicular to line AB through point F.
<Perpendicular Tool>Construct the perpendicular to line AG through point G. This line intersects with line BE at point H.
<Perpendicular Tool>Construct the perpendicular bisector of point B and point H. This line intersects with line BG at point I.
<Perpendicular Tool>Construct the perpendicular of line AB through point I.
<Perpendicular Tool>Construct the perpendicular of line AD through point G (total 29E).","['Perpendicular Tool', 'Line Tool', 'Perpendicular Tool', 'Line Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Perpendicular Tool']","[['A', 'B'], ['AB', 'C'], ['BAC', 'D'], ['AD', 'E'], ['F', 'G', 'AC', 'ABE'], [], ['BE', 'H', 'AG'], ['I', 'BG'], [], []]","['A', 'B']"
81,Theta,https://euclidea.fandom.com/wiki/Triangle_Cleaver,"Description: Construct a line through the midpoint of a side of the triangle that bisects its perimeter.Let A, B, and C be the vertices of the triangle
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the perpendicular bisector of AC intersecting line AC at midpoint D
<Line Tool>Construct the line BE that bisects the angle ABC
<Line Tool>Draw the line parallel to BE that intersects D","['Perpendicular Tool', 'Line Tool', 'Line Tool']","[['A', 'B', 'C'], ['AC', 'D'], ['BE', 'ABC'], []]","['A', 'B', 'C']"
82,Theta,https://euclidea.fandom.com/wiki/Torricelli_Point,"Description: Construct a point from which each side subtends an angle of 120 or 60.Let A, B, and C be the vertices of the triangle.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct circle A with center A and radius AB.
<Circle Tool>Construct circle B with center B and radius BA, intersecting circle A at D.
<Line Tool>Construct line CD, intersecting circle B at E.
<Perpendicular Tool>Construct line A as the perpendicular bisector of AE, intersecting line CD at F
<Point Tool>Select point F using the point tool.","['Circle Tool', 'Circle Tool', 'Line Tool', 'Perpendicular Tool', 'Point Tool']","[['A', 'B', 'C'], ['AB'], ['D', 'BA'], ['E', 'CD'], ['F', 'AE'], []]","['A', 'B', 'C']"
83,Theta,https://euclidea.fandom.com/wiki/Circle_Equidistant_from_Four_Points,"Description: Construct a circle equidistant from the given four points so that exactly two of them lie inside the circle.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the perpendicular bisector of AB
<Perpendicular Tool>Construct the perpendicular bisector of CD intersecting the previous line at E
<Line Tool>Construct the line AE
<Circle Tool>Construct a circle with center E and radius EC, intersecting AE at F
<Perpendicular Tool>Construct the perpendicular bisector of AF, intersecting AE at G
<Circle Tool>Construct a circle with center E and radius EG","['Perpendicular Tool', 'Perpendicular Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Tool', 'Circle Tool']","[[], ['AB'], ['E', 'CD'], ['AE'], ['F', 'EC'], ['G', 'AF'], ['EG']]",[]
84,Iota,https://euclidea.fandom.com/wiki/Minimum_Perimeter_-_1,"Description: Construct a triangle whose perimeter is the minimum possible whose vertices lie on the two sides of the angle and the third vertex is in the point A.Let O be the vertex of the angle and A the given point. Let B, C be abitary points on each ray, such that AB is bigger than AO and  AC is bigger than AO.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct circle O with center O and radius OA.
<Circle Tool>Construct circle B with center B and radius BA, intersecting circle O at F.
<Circle Tool>Construct circle B with center C and radius CA, intersecting circle O at G.
<Line Tool>Construct line FG, intersecting line OB at H, intersecting line OC at I.
<Line Tool>Construct line AH.
<Line Tool>Construct line AI.","['Circle Tool', 'Circle Tool', 'Circle Tool', 'Line Tool', 'Line Tool', 'Line Tool']","[['A', 'O', 'A', 'B', 'C', 'AB', 'AO', 'AC', 'AO'], ['OA'], ['F', 'BA'], ['G', 'CA'], ['OB', 'OC', 'FG', 'H', 'I'], ['AH'], ['AI']]","['A', 'O', 'A', 'B', 'C', 'AB', 'AO', 'AC', 'AO']"
85,Iota,https://euclidea.fandom.com/wiki/Third_Proportional,"Description: Construct a point D on the ray such that the segment AD is the third proportional to the given line segments.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct circle A with center A and radius AB.
<Circle Tool>Construct circle C with center C and radius CA, intersecting circle A at E.
<Circle Tool>Construct circle E with center E and radius EA, intersecting circle O at D.","['Circle Tool', 'Circle Tool', 'Circle Tool']","[['D', 'AD'], ['AB', 'A'], ['CA', 'E', 'C'], ['EA', 'O']]","['D', 'AD']"
86,Iota,https://euclidea.fandom.com/wiki/Harmonic_Mean_of_Trapezoid_Bases,"Description: Join the legs of the trapezoid with a segment that is parallel to the bases and whose length is equal to the harmonic mean of their length.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AC.
<Line Tool>Construct line BD, intersecting line AC at E.
<Line Tool>Construct line parallel to AB through E.","['Line Tool', 'Line Tool', 'Line Tool']","[[], ['AC'], ['BD', 'E'], ['AB']]",[]
87,Iota,https://euclidea.fandom.com/wiki/Drop_a_Perpendicular*,"Description: Drop a perpendicular from the point to the line passing through the center of the circle using only a straightedge.Let O be the center of the circle, A be the given point, and B and C be the intersections of the circle and line.
Tool List: ['Point Tool', 'Line Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AB, intersecting the circle at D.
<Line Tool>Construct line CD.
<Line Tool>Construct line AC, intersecting the circle at E.
<Line Tool>Construct line BE, intersecting CD at F.
<Line Tool>Construct line AF.","['Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Line Tool']","[['O', 'A', 'B', 'C'], ['AB', 'D'], ['CD'], ['E', 'AC'], ['BE', 'F'], ['AF']]","['O', 'A', 'B', 'C']"
88,Iota,https://euclidea.fandom.com/wiki/Midpoint*,"Description: Construct the midpoint of the segment using only a straightedge. To help you, a line parallel to the segment is given.Given the line AB.
Tool List: ['Point Tool', 'Line Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct a line connecting A with an arbitrary point C on the line.
<Line Tool>Construct a line connecting B with another arbitrary point D on the line that intersects AC at E.
<Line Tool>Construct line AD.
<Line Tool>Construct line BC, intersecting AD at F.
<Line Tool>Construct line EF, intersecting AB at G.
<Point Tool>Point at G.","['Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Point Tool']","[['AB'], ['C', 'A'], ['D', 'E', 'AC', 'B'], ['AD'], ['F', 'BC'], ['EF', 'G'], []]",['AB']
89,Iota,https://euclidea.fandom.com/wiki/Trisection_by_Trapezoid_Diagonals,"Description: 3L 5E 2V
Tool List: ['Line Tool']
Solution: ","<Line Tool>Construct line AF, intersecting BD at G.
<Line Tool>Construct the line perpendicular to the bisector through G.","['Line Tool', 'Line Tool']","[[], ['AF', 'G', 'BD'], []]",[]
90,Iota,https://euclidea.fandom.com/wiki/Minimum_Perimeter_-_2,"Description: Inscribe a triangle into the given one whose perimeter is the minimum possible.Let A, B, and C be the vertices of the triangle.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the line perpendicular to AB through C, intersecting AB at D.
<Perpendicular Tool>Construct the line perpendicular to AC through B, intersecting AC at E.
<Perpendicular Tool>Construct the line perpendicular to BC through A, intersecting BC at F.
<Line Tool>Construct line DE.
<Line Tool>Construct line DF.
<Line Tool>Construct line EF.","['Perpendicular Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Line Tool', 'Line Tool', 'Line Tool']","[['A', 'B', 'C'], ['AB', 'D'], ['E', 'AC'], ['F', 'BC'], ['DE'], ['DF'], ['EF']]","['A', 'B', 'C']"
91,Iota,https://euclidea.fandom.com/wiki/Harmonic_Mean_of_Segments,"Description: Construct a point on the given ray to get a segment with length equal to the harmonic mean of the two adjacent segments.Given line AB, let C be the intersection of AB and the other line.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct circle C with radius AC, intersecting line C at D and AB at E.
<Circle Tool>Construct circle D with radius DE.
<Line Tool>Construct line DE, intersecting circle D at F.
<Line Tool>Construct line BF, intersecting CD at G.
<Point Tool>Point at G.","['Circle Tool', 'Circle Tool', 'Line Tool', 'Line Tool', 'Point Tool']","[['AB', 'C', 'AB'], ['AC', 'E', 'D'], ['DE'], ['F'], ['G', 'BF', 'CD'], []]","['AB', 'C', 'AB']"
92,Iota,https://euclidea.fandom.com/wiki/Triangle_by_Angle_and_Centroid,"Description: Construct a segment connecting the sides of the angle to get a triangle whose centroid is in the point O.Let O be the vertex of the angle and A the given point.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct the line parallel to one line through A, intersecting the other line at B.
<Line Tool>Construct the line parallel to BO through A, intersecting the other line at C.
<Circle Tool>Construct circle A with radius AB, intersecting AB at D.
<Circle Tool>Construct circle A with radius AC, intersecting AC at E.
<Line Tool>Construct line DE.","['Line Tool', 'Line Tool', 'Circle Tool', 'Circle Tool', 'Line Tool']","[['O', 'O', 'A'], ['B'], ['BO', 'C'], ['AB', 'D'], ['E', 'AC'], ['DE']]","['O', 'O', 'A']"
93,Iota,https://euclidea.fandom.com/wiki/Triangle_Mid-Segment,"Description: Construct a mid-segment of the given acute triangle.Let A, B, and C be the vertices of the triangle.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the perpendicular bisector of AB, intersecting AB at D.
<Line Tool>Construct the line parallel to AC through D.","['Perpendicular Tool', 'Line Tool']","[['A', 'B', 'C'], ['AB', 'D'], ['AC']]","['A', 'B', 'C']"
94,Kappa,https://euclidea.fandom.com/wiki/Tangent_of_Circle,"Description: Construct a tangent to the circle from the external point.Let A be the center and B the given point.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AB.
<Perpendicular Tool>Construct the perpendicular bisector of AB, intersecting AB at C.
<Circle Tool>Construct circle C with radius AC, intersecting circle A at D.
<Line Tool>Construct line BD.","['Line Tool', 'Perpendicular Tool', 'Circle Tool', 'Line Tool']","[['A', 'B'], ['AB'], ['C'], ['D', 'AC'], ['BD']]","['A', 'B']"
95,Kappa,https://euclidea.fandom.com/wiki/Outer_Tangent,"Description: Construct an outer tangent between two circles.Let A and B be the centers of the circles.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AB, intersecting the two circles at C and D, with C and D between A and B.
<Perpendicular Tool>Construct the perpendicular bisector of AB, intersecting AB at E.
<Perpendicular Tool>Construct the perpendicular bisector of CD, intersecting AB at F.
<Circle Tool>Construct circle E with radius AE, intersecting bisector F at G.
<Circle Tool>Construct circle G with radius CG, intersecting circle A at H and circle B at I.
<Line Tool>Construct line HI.","['Line Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Circle Tool', 'Circle Tool', 'Line Tool']","[['A', 'B'], ['C', 'AB', 'D'], ['E'], ['F', 'CD'], ['G', 'AE'], ['H', 'CG', 'I'], ['HI']]","['A', 'B']"
96,Kappa,https://euclidea.fandom.com/wiki/Inner_Tangent,"Description: Construct an inner tangent between two circles.Let A and B be the centers of the circles.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AB, intersecting circle A at C and circle B at D, with C on the other side of A from B and D between A and B.
<Perpendicular Tool>Construct the perpendicular bisector of AB, intersecting AB at E.
<Perpendicular Tool>Construct the perpendicular bisector of CD, intersecting AB at F.
<Circle Tool>Construct circle E with radius AE, intersecting bisector F at G.
<Circle Tool>Construct circle G with radius CG, intersecting circle A at H and circle B at I.
<Line Tool>Construct line HI.","['Line Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Circle Tool', 'Circle Tool', 'Line Tool']","[['A', 'B'], ['C', 'AB', 'D'], ['E'], ['F', 'CD'], ['G', 'AE'], ['H', 'CG', 'I'], ['HI']]","['A', 'B']"
97,Kappa,https://euclidea.fandom.com/wiki/Rotation_90%C2%B0,"Description: Rotate the line segment 90° counterclockwise about the given point.Given the segment AB and O the point.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AO.
<Circle Tool>Construct circle O with radius AO.
<Perpendicular Tool>Construct the line perpendicular to AO through O, intersecting circle O at C.
<Circle Tool>Construct circle O with radius BO.
<Perpendicular Tool>Construct the line perpendicular to AB through C, intersecting the latest circle at D.
<Point Tool>Point at D.","['Line Tool', 'Circle Tool', 'Perpendicular Tool', 'Circle Tool', 'Perpendicular Tool', 'Point Tool']","[['AB', 'O'], ['AO'], [], ['C'], ['BO'], ['D'], []]","['AB', 'O']"
98,Kappa,https://euclidea.fandom.com/wiki/Rotation_60%C2%B0,"Description: Rotate the line segment 60° clockwise about the given point.Given the segment AB and O the point.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct circle A with radius AO.
<Circle Tool>Construct circle B with radius BO, intersecting circle A at C.
<Circle Tool>Construct circle O with radius AO, intersecting circle A at D, with D being clockwise around O from A.
<Line Tool>Construct line CD, intersecting circle B at E.
<Point Tool>Point at E.","['Circle Tool', 'Circle Tool', 'Circle Tool', 'Line Tool', 'Point Tool']","[['AB', 'O'], ['AO', 'A'], ['BO', 'B', 'C'], ['D'], ['E', 'CD'], []]","['AB', 'O']"
99,Kappa,https://euclidea.fandom.com/wiki/Segment_Trisection,"Description: Construct two points that divide the segment into 3 equal parts.Given the segment AB.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct circle A with radius AB.
<Perpendicular Tool>Construct the perpendicular bisector of AB, intersecting AB at C and circle A at D.
<Perpendicular Tool>Construct the perpendicular bisector of AD, intersecting CD at E.
<Perpendicular Tool>Construct the line perpendicular to BE through E, intersecting AB at F.
<Circle Tool>Construct circle C with radius CF, intersecting AB at G.
<Point Tool>Point at G.","['Circle Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Perpendicular Tool', 'Circle Tool', 'Point Tool']","[['AB'], ['A'], ['C', 'D'], ['AD', 'E', 'CD'], ['BE', 'F'], ['CF', 'G'], []]",['AB']
100,Kappa,https://euclidea.fandom.com/wiki/Segment_Trisection*,"Description: Construct points that divide the segment into three equal parts using only a straightedge. To help you, a line parallel to the segment is given.Given the segment AB.
Tool List: ['Point Tool', 'Line Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct a line connecting A with an arbitrary point C on the line.
<Line Tool>Construct a line connecting B with another arbitrary point D on the line that intersects AC at E.
<Line Tool>Construct line AD.
<Line Tool>Construct line BC, intersecting AD at F.
<Line Tool>Construct line EF, intersecting CD at G.
<Line Tool>Construct line AG, intersecting BD at H.
<Line Tool>Construct line FH, intersecting AB at I and CD at J.
<Line Tool>Construct line EJ, intersecting AB at K.
<Point Tool>Point at I.
<Point Tool>Point at K.","['Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Line Tool', 'Point Tool', 'Point Tool']","[['AB'], ['C', 'A'], ['D', 'E', 'AC', 'B'], ['AD'], ['F', 'BC'], ['EF', 'G', 'CD'], ['H', 'BD', 'AG'], ['FH', 'I', 'J'], ['EJ', 'K'], [], []]",['AB']
101,Kappa,https://euclidea.fandom.com/wiki/Chord_Trisection,"Description: Construct a chord of the larger circle through the given point that is divided into three equal segments by the smaller concentric circle.Given the center A and point on the larger circle B.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AB, intersecting the smaller circle at C and D and the larger circle at E.
<Circle Tool>Construct circle E with radius CD, intersecting the smaller circle at F.
<Line Tool>Construct line BF.","['Line Tool', 'Circle Tool', 'Line Tool']","[['A', 'B'], ['C', 'AB', 'D', 'E'], ['F', 'CD'], ['BF']]","['A', 'B']"
102,Kappa,https://euclidea.fandom.com/wiki/Three_Circles_-_1,"Description: Construct three circles with the given centers that are externally tangent each other.Given the points A, B, and C.
Tool List: ['Line Tool']
Solution: ",<Line Tool>Construct line AB.,['Line Tool'],"[['A', 'B', 'C'], ['AB']]","['A', 'B', 'C']"
103,Kappa,https://euclidea.fandom.com/wiki/Secant_Bisection,"Description: Construct a secant through the given point that is divided into two equal segments by the circle.Given the point A and centre B.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct the line AB intersecting the circle at C and D.
<Circle Tool>Construct the circle with centre B and radius AB, intersecting line AB at E.
<Circle Tool>Construct the circle with centre E and radius CD, intersecting circle B at F.
<Line Tool>Construct the line AF.","['Line Tool', 'Circle Tool', 'Circle Tool', 'Line Tool']","[['A', 'B'], ['C', 'AB', 'D'], ['E'], ['F', 'CD'], ['AF']]","['A', 'B']"
104,Kappa,https://euclidea.fandom.com/wiki/Three_Circles_-_2,"Description: Construct three circles tangent to each other at the given points.Given the points A, B, and C.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the perpendicular bisector of AB.
<Perpendicular Tool>Construct the perpendicular bisector of AC, intersecting the previous bisector at D.
<Line Tool>Construct the line AD.
<Perpendicular Tool>Construct the perpendicular to AD through A, intersecting the bisector of AB at E and the bisector of AC at F.
<Circle Tool>Construct the circle with centre E and radius AE.
<Circle Tool>Construct the circle with centre F and radius AF.
<Line Tool>Construct the line BE.
<Line Tool>Construct the line CF, intersecting BE at G.
<Circle Tool>Construct the circle with centre G and radius BG.","['Perpendicular Tool', 'Perpendicular Tool', 'Line Tool', 'Perpendicular Tool', 'Circle Tool', 'Circle Tool', 'Line Tool', 'Line Tool', 'Circle Tool']","[['A', 'B', 'C'], ['AB'], ['AC', 'D'], ['AD'], ['F', 'E'], ['AE'], ['AF'], ['BE'], ['CF', 'G'], ['BG']]","['A', 'B', 'C']"
105,Kappa,https://euclidea.fandom.com/wiki/Center_of_Rotation,"Description: Construct the center of rotation that transforms one of the given equal segments to the other one.Given one line AB and the other CD.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Perpendicular Tool>Construct the perpendicular bisector of AC.
<Perpendicular Tool>Construct the perpendicular bisector of BD, intersecting the other bisector at E.
<Point Tool>Point at E","['Perpendicular Tool', 'Perpendicular Tool', 'Point Tool']","[['AB', 'CD'], ['AC'], ['BD', 'E'], []]","['AB', 'CD']"
106,Lambda,https://euclidea.fandom.com/wiki/Fourth_Proportional,"Description: Construct a point D on the ray OC such that the segment OD is the fourth proportional to the given segments.Given points O, A, B, and C.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Line Tool>Construct line AC.
<Line Tool>Construct a line parallel to AC passing through B, intersecting ray OC at point D.
<Point Tool>Mark point D.","['Line Tool', 'Line Tool', 'Point Tool']","[['D', 'OC', 'OD', 'O', 'A', 'B', 'C'], ['AC'], [], []]","['D', 'OC', 'OD', 'O', 'A', 'B', 'C']"
107,Lambda,https://euclidea.fandom.com/wiki/Geometric_Mean_of_Segments,"Description: Construct a point on the given ray to get a segment with length equal to the geometric mean of two adjacent segments.Given line segment AB and ray O, where ray O extends from point O and |AO| = a and |BO| = b.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct a circle with center O and radius |OA|, intersecting segment AB at C.
<Circle Tool>Construct a circle with center C and radius |CO|, intersecting circle O at D and E.
<Line Tool>Construct line DE.
<Circle Tool>Construct a circle with center B and radius |BO|, intersecting circle B at F.
<Circle Tool>Construct a circle with center O and radius |OF|, intersecting ray O at G.
<Point Tool>Mark the point G.","['Circle Tool', 'Circle Tool', 'Line Tool', 'Circle Tool', 'Circle Tool', 'Point Tool']","[['AB', 'O', 'O', 'O', 'AO', 'BO'], ['C', 'OA'], ['CO', 'E', 'D'], ['DE'], ['F', 'B'], ['OF', 'G'], []]","['AB', 'O', 'O', 'O', 'AO', 'BO']"
108,Lambda,https://euclidea.fandom.com/wiki/Golden_Section,"Description: Construct a point that divides the segment in the ""golden section"".Given line segment with points A and B.
Tool List: ['Point Tool', 'Line Tool', 'Circle Tool', 'Perpendicular Bisector Tool', 'Perpendicular Tool', 'Angle Bisector Tool', 'Parallel Tool', 'Compass Tool', 'Intersect Tool']
Solution: ","<Circle Tool>Construct a circle with center A and radius AB.
<Perpendicular Tool>Construct the perpendicular bisector of AB, marking intersection with AB as point C, and marking intersection with circle A as point D.
<Circle Tool>Construct a circle with center C and radius AB, marking intersection with circle A at E. E should be on the opposite side of AB from D, or else the solution will not work.
<Line Tool>Construct line DE, intersecting with AB at point F.
<Point Tool>Mark the point F.","['Circle Tool', 'Perpendicular Tool', 'Circle Tool', 'Line Tool', 'Point Tool']","[['A', 'B'], ['AB'], ['C', 'D'], ['E'], ['F', 'DE'], []]","['A', 'B']"
